sd,agb
36.77759608,33.0317
38.31596687,95.89
36.92656409,44.19
39.04936855,134.265
36.92656409,45.1494
36.69842662,27.9551
37.24333288,55.3365
38.28324616,91.3532
38.98795446,124.922
36.68959773,27.5511
36.60643959,19.2094
36.68897288,26.5919
37.42188577,67.1325
36.92656409,43.8652
38.05409322,78.4377
37.3423354,61.6857
36.55124808,10.27714
37.41829979,66.2236
37.27858184,57.3012
36.57510255,13.6795
37.5645403,71.7127
36.63548145,22.8938
37.03814473,48.5996
36.67289983,23.8791
36.55062938,12.81145
36.58013663,14.33059
36.76214049,29.0948
36.56810904,12.29712
36.92656409,44.7843
37.36762131,62.4252
38.1655342,87.2648
36.58958934,16.47908
38.16597734,85.4551
36.77672849,33.0067
36.60167381,18.8238
36.67147472,10.97503
37.41842006,66.029
37.11929934,49.9035
36.80254841,34.6268
37.3423354,61.5541
38.1655342,86.7551
36.5938576,19.1056
36.81566506,37.8779
38.51829541,108.2956
36.77672849,33.001
36.71625352,31.0648
37.12419075,51.0468
38.27985843,89.3197
36.79902436,33.6741
37.00356398,48.4384
36.64872626,26.1616
37.5645403,72.1163
36.92272938,42.2576
36.55022901,12.204061
36.81566506,37.6708
36.63194133,21.2979
38.27985843,89.2456
38.97844458,124.041
36.94314734,47.5266
36.59741711,18.75943
36.56810904,12.17702
36.67187295,11.21666
36.92272938,42.2405
38.83884151,113.951
36.68286224,26.209
36.88550738,37.9049
39.66329808,147.844
38.5716062,107.644
36.78686757,33.7502
36.830185,39.749
36.59122267,17.69799
39.37716617,144.351
36.82542846,36.4368
38.32899312,96.4388
36.60278231,20.06282
36.57982916,14.40513
38.41500483,101.8827
36.80557904,35.5741
36.63194133,21.7805
36.70695136,28.3175
38.94940873,125.618
40.26552621,149.871
46.19734768,323.519
36.59687686,18.36702
36.78945045,35.8424
43.72074825,186.788
36.67643599,25.5732
36.93007596,43.5423
38.77190786,110.76
42.50685183,156.495
42.56315137,158.519
36.79820685,37.2935
38.1655342,87.6466
36.67159279,10.84469
38.99039307,130.067
36.67289983,24.7811
39.01141133,120.679
43.52591748,166.581
36.68456528,27.4081
37.12081689,50.5879
37.85528664,75.9792
38.99718154,129.269
36.94667655,43.2602
38.50374027,108.5808
37.56243645,69.6607
38.99655008,116.818
38.48015051,104.708
38.97844458,125.068
38.12090235,80.5633
37.38400891,66.3949
36.94314734,48.1615
36.55420542,14.75879
37.41494884,65.5942
37.24681488,55.9895
38.29585567,93.7821
39.76087944,149.154
36.90965077,39.3136
36.73647057,29.1817
38.80688729,112.478
37.25977515,59.6281
36.78821154,35.4168
36.63200972,22.2979
38.41500483,101.7047
36.92764397,42.3157
44.22448546,262.789
