sd,agb
40.95418805,51.5072022
43.65778275,108.2206212
41.03758661,64.02092052
41.39618243,58.2981935
40.24198329,52.79032841
41.36292761,76.0221745
40.84848739,51.00217137
40.17254495,47.89344974
41.74754531,92.12913431
40.17540303,49.98677666
40.84848739,59.67794889
41.43766223,64.94143172
45.60238488,111.2204552
41.82623621,85.95597123
39.98242842,25.96713455
40.27272966,56.36353527
40.23167755,33.8829217
46.90998665,121.6818031
40.14795148,33.3366632
42.60722862,78.29049064
43.81305798,91.58296222
43.01023559,79.45147849
41.44787591,67.23284217
40.89397947,52.78997294
45.04405234,128.0453616
44.51593262,119.4532038
40.03409743,45.18485617
45.1371204,110.9587145
41.46875505,81.8886299
41.06775586,72.51949832
34.6528458,29.05636415
39.99276756,22.03547132
40.36032611,50.01646587
39.98471983,20.44850018
43.98034023,102.0537047
40.94409169,55.3127207
42.65756464,85.77425143
41.73788366,75.39556079
40.95513762,55.5398886
40.6742959,42.34168877
44.28627662,103.9452931
43.73238354,93.60068902
34.63529799,26.4192296
41.33610822,61.38689595
40.24639241,48.81414452
40.29720029,39.61575621
40.71493396,66.12813576
42.74562313,86.32645752
41.4521353,62.84455651
50.39458035,161.8813329
41.07408457,52.7929205
40.0198224,43.81150905
41.39135046,81.77569466
42.35296407,80.51597457
45.61413355,123.9222226
41.59425079,79.02203786
43.49300292,83.16559857
41.03758661,55.92355003
43.37727683,94.65302163
41.36292761,76.0110462
41.52626493,76.84850875
41.03758661,55.95828909
43.63252221,89.28962941
40.85224171,65.81383282
43.64199663,87.7116181
35.63284555,64.6770427
41.72112822,84.14454007
41.69399289,87.70834943
39.99847212,40.31388671
44.99184895,123.0304731
40.4636348,59.96126863
42.62339798,98.25731418
42.06341555,87.13572026
40.65612607,53.69985296
40.69123336,62.45065185
43.64199663,88.23565798
39.93873012,32.01
41.54728656,69.28809784
41.45339126,60.76243576
41.26440964,75.2686189
45.23133226,112.9926845
41.34137779,61.84662008
40.90975788,49.53371007
41.74754531,91.47606606
40.39759765,43.28625481
40.93110727,70.55445236
41.87478955,94.09476052
40.14509146,31.82169237
41.22913555,53.02965734
40.03496927,28.32974597
40.83537104,45.74379863
41.39567398,62.69990729
41.08792876,75.94165586
39.98242842,25.89563778
41.64360338,91.12124766
39.98242842,33.42662914
41.42483629,63.40480062
40.16408583,33.20561106
40.14696289,32.35855592
40.85860738,47.34746485
44.49556738,103.9389607
40.3408219,43.53588377
41.73416177,70.65500404
40.09208153,28.80119107
42.16699305,82.86091998
40.89965055,53.06304951
42.47848643,85.05798423
45.81396457,107.2885242
41.34137779,70.02354062
39.96813493,23.74824704
41.81728232,73.47018216
40.14378083,32.14478058
43.65616986,92.60857628
40.04529484,24.08020213
40.28389147,58.85442948
43.64199663,87.8738402
43.13845551,100.2038239
43.64199663,88.16399633
42.43518465,101.1965958
43.73238354,94.39971279
41.26440964,75.24548413
41.49101137,84.22307621
40.36032611,49.94591435
41.53952563,77.04890723
41.33674685,68.18833201
41.2821346,55.36703564
40.83537104,45.70611785
44.99184895,123.3456477
40.70603613,55.53549686
40.37738549,42.48012773
40.03496927,36.677687
42.29732559,96.1932
40.6021856,41.01327811
40.90408821,48.59685289
40.23254325,48.16641135
41.45339126,60.50722527
41.40566023,58.71195918
43.63252221,98.72650566
42.40854005,97.52039655
43.94831878,100.3492249
41.4521353,61.60486506
41.60291969,86.47768169
43.90616075,113.9672648
43.88104319,97.97840782
40.92726975,68.46641555
41.43766223,72.97570151
40.66629393,41.63467589
45.96257623,109.4471147
43.13845551,100.3115763
40.68323471,61.41304605
45.62319645,111.9119168
41.4521353,61.6859752
41.60991823,67.23485985
46.06604893,111.4855643
41.33626472,59.96427975
41.33881076,60.8612369
40.3408219,43.25055269
41.05097376,52.4521647
41.4521353,61.81046175
40.68323471,61.94793162
45.64830954,135.7013658
41.46775433,79.96085533
43.69384653,94.06922939
42.64602479,102.2841965
47.57256495,126.5527007
40.36438163,57.82031241
43.0260939,103.3486087
42.03269841,74.64974562
41.7171238,92.14143567
45.60238488,110.8929031
41.53952563,69.1038021
44.47984041,102.2921352
42.24772891,84.02169724
43.89097927,94.48913525
44.49115931,111.5498627
40.25547173,36.7740693
40.21457719,36.0838646
40.88843978,52.96039056
49.45576264,148.9827627
41.23480784,66.2344861
48.33161713,140.2365251
41.23480784,65.82410651
43.47772441,90.50464272
44.52440133,100.28061
41.54728656,70.59966169
41.00051137,56.63106958
43.01023559,79.48109337
40.80516906,64.34322512
40.25645766,38.25616262
43.27297413,82.02501773
43.64199663,87.86643366
40.99830593,71.75413707
44.47984041,102.383348
41.77150939,92.97700674
41.57189106,85.39073999
43.87408516,112.6945388
51.76284895,163.6554054
45.06818772,105.9519118
43.53393213,83.97220939
41.73276883,145.1154507
55.98854657,171.0787466
40.21892369,37.49312348
41.56218276,85.80209004
40.48292401,60.36502283
41.75501014,72.84107647
41.24483304,54.02221925
40.89965055,61.70484008
40.25993712,54.83597953
40.85860738,47.81175927
42.39228873,77.34797758
43.35657588,102.3795448
41.26153629,73.76162319
76.50293221,289.0167551
40.9710098,71.00170701
41.34674733,56.26823736
41.4521353,61.42681781
48.24191989,136.3679951
42.59752406,81.99307441
41.34220871,55.92047776
41.62095456,72.52862324
43.2193946,80.84784687
40.02266259,43.21149192
40.31841434,39.88934241
43.13845551,99.75964136
45.58617188,114.6007386
42.70386107,82.99623799
41.35137715,57.93529391
40.6742959,43.05932704
40.24632682,53.36484045
41.39135046,81.59068128
40.38428329,38.24752997
43.82878249,110.9107262
41.58635356,66.43898123
40.78161513,48.92303949
41.69399289,88.21721026
40.83227287,68.92635079
46.35167212,116.7997975
43.92841843,94.94798791
41.59425079,70.88437599
45.72952316,108.5208933
41.59508987,89.37611382
41.77064657,96.24935307
40.22139982,38.26240722
41.56605814,85.06298056
40.42347875,43.99212271
45.24047185,108.8491062
40.70989864,48.31811831
46.35167212,117.3690043
40.8895372,48.21362256
42.06341555,87.13640841
46.06604893,111.1190888
39.98902731,34.91190085
41.44419923,64.5373937
40.14696289,32.5578726
40.95513762,54.74725405
40.46826285,45.9764391
40.07742576,45.84002019
43.29679043,89.62628482
41.39618243,58.21011841
43.57190318,107.711981
41.91160461,81.27057749
49.45790797,145.7166645
40.19940775,53.27178737
40.90975788,49.22601047
41.08316633,72.59991256
41.77210095,75.94455321
43.97397636,95.22106349
44.4392357,96.56454889
41.46425992,81.07337694
41.67746295,67.92265075
40.17540303,50.39411564
57.36330889,194.8431973
40.21007536,44.04685445
41.81250267,85.7167023
35.4578431,55.57951976
40.83537104,45.8578504
40.66413004,54.74150513
41.67579155,69.12088727
39.98178512,39.14247363
39.12586451,100.8838921
39.93873012,32.01
44.97653107,103.0054368
43.80362057,95.19089443
43.71907163,110.0268591
41.24398505,53.33370561
41.35137715,57.26127964
41.44341651,64.49828392
40.90975788,49.55627449
41.74965646,90.16525246
43.12247927,80.12132636
42.64568748,90.51646191
41.33881076,60.83119016
41.77210095,76.66842259
40.85860738,47.17898469
42.14434984,80.10117447
40.23167755,34.3031693
39.92798648,21.44140441
41.81728232,73.49710812
43.91900581,98.81251033
41.83375701,93.27923158
40.04990706,29.77195544
41.43481551,59.66779736
45.23133226,112.565334
40.38827403,61.70928718
43.64199663,87.58315669
40.07742576,45.63456748
40.82880353,68.45743629
45.08203012,109.2478932
40.3876333,57.97127899
44.52033823,119.6492189
40.99454865,74.74036944
40.90975788,49.73914357
41.44216024,66.95385535
44.63666123,125.3074214
42.70251555,128.9144565
44.5995967,101.4521918
42.66749625,82.92131639
41.66754184,71.98765133
40.0202641,20.01
43.65616986,92.3339043
44.57780365,105.6443727
40.82880353,68.30476672
41.5102708,63.68747072
40.37738549,42.98240796
41.85833101,74.2858409
41.33674685,60.26678558
41.76994002,75.62059211
48.20202625,137.633047
40.36032611,42.10740947
44.48913438,98.62732884
41.73103659,71.76511941
41.56218276,85.45098482
41.46875505,81.65410236
40.29720029,39.48172348
43.87408516,112.300922
43.82878249,111.4184482
39.98242842,26.06470894
41.44341651,72.70619369
40.24639241,48.37708806
43.61725817,84.90313364
41.45113418,59.77618452
40.66629393,41.98725791
41.69399289,87.87110161
41.24483304,54.69594453
54.6772044,165.3686911
40.80516906,64.57203333
41.3385379,55.6054026
40.95418805,51.45484188
39.45365928,113.554779
40.95418805,50.94744022
36.54243623,83.19839257
43.66586305,88.24808689
43.00062198,83.41024421
47.42928756,126.6308866
40.25993712,56.19133455
41.79459739,97.11755721
41.03758661,55.82601391
41.46875505,81.5456421
40.43248992,43.7210274
43.70330765,89.91426575
41.35520331,75.58603729
44.51511472,104.1930173
41.08792876,76.09082718
92.56592949,416.092935
44.99184895,123.0236397
40.94409169,55.42167702
40.33705869,41.69791892
41.35137715,57.3202901
43.31388486,82.07720716
40.32970839,42.42941819
41.69232215,89.28203302
40.30721001,57.14861649
40.53690694,52.96957742
41.34137779,61.72467743
35.81585947,67.43940678
40.43637893,52.16314977
41.68119842,74.4774803
40.16973711,124.6388384
40.14795148,42.74465461
40.14795148,34.58789906
45.10961314,125.7838187
40.89404966,52.21395788
40.04990706,37.56772778
40.19332039,33.9585606
45.06424133,110.4569107
40.14795148,41.47060453
41.7232407,81.97762662
40.32970839,41.93208595
40.21457719,44.38929735
48.33416391,140.8414122
57.26988045,192.8314717
40.07449991,27.59297645
40.42487967,59.35635292
40.2227746,35.55107731
40.33705869,41.7716004
40.95513762,54.56560041
43.85837689,92.66279718
41.54728656,70.5198337
40.94515588,55.16263363
41.72112822,75.3337209
40.73686749,63.7671315
41.52686729,83.56385032
40.17999805,35.00907291
41.56605814,85.18667825
41.45144221,78.91913771
41.38619389,62.32513991
41.66754184,79.82125765
40.0212361,21.79875241
41.73103659,71.39401562
39.98242842,33.55629709
45.23133226,120.5363701
40.15725967,28.34781008
41.10664096,76.53073783
40.90975788,50.09287707
40.04529484,24.27964964
40.89965055,61.82928063
45.14627906,107.2235148
39.18821066,103.5016757
41.44763836,60.85255236
42.38644266,89.21034161
42.66749625,82.70456134
44.51720564,121.1893155
40.65612607,53.83561261
41.59393378,71.09365284
41.45144221,78.98106975
45.6692105,103.5647644
71.86858748,263.8023167
40.89965055,53.85898227
40.84054645,65.47748456
40.10913201,31.54464151
43.02625351,99.46545615
44.47984041,101.7348511
40.42521288,62.26568344
40.20742771,51.20293617
40.48580779,64.25262232
40.85860738,47.00588436
40.90975788,48.99749546
40.95016227,73.11771989
41.60387244,67.1911566
40.94409169,54.84129055
39.98821126,20.71357598
41.26068865,73.19863032
40.24198329,53.15628356
40.3156046,41.6269571
41.63794426,79.51824943
41.44216024,73.82767805
45.18181684,113.870729
41.71432466,83.10711692
40.40468115,58.74257341
43.73238354,94.77013905
40.22139982,46.49900767
48.08074569,136.2999707
41.43766223,64.92515261
39.99382832,35.0621167
41.54628773,68.30247939
41.16307004,60.20991565
41.77064657,96.33503127
43.84894923,104.8703854
41.54728656,69.19345995
42.08117525,87.31512863
41.44675973,65.09781304
41.03758661,56.05934966
40.09796354,30.83184368
41.64053807,74.11387954
40.17999805,35.06577589
41.77210095,76.07014489
41.75501014,72.54763378
45.60300197,115.2837549
40.98954768,56.58483189
39.95558915,37.25081211
40.17999805,34.98628718
41.48751892,84.96728535
45.59524034,110.2429191
41.36633542,76.10813784
41.85681069,97.30397801
43.89097927,94.54650817
40.17254495,48.01822776
44.19702249,96.00381172
42.6941335,102.4633452
41.67746295,67.77903018
40.94409169,63.31957147
40.95418805,50.81202887
41.34881074,56.54398363
41.45113418,59.75077135
40.90975788,49.13753535
40.83537104,46.03828909
44.47643387,120.6816261
41.44115888,71.75045939
41.4521353,61.2347596
41.75156785,148.0237673
43.89606729,116.7303522
40.80864041,64.94097719
34.63676525,27.26957675
40.90592555,50.24707053
40.89196268,67.97305495
41.53403063,68.89554152
41.73416177,70.50751864
42.66749625,82.82757613
40.16891717,42.79354379
45.01328523,126.9366514
43.01023559,79.45708026
41.71432466,75.29914898
40.3876333,57.92183738
72.45065704,278.6657974
40.37738549,42.69294831
41.36803739,77.32342793
43.46107053,106.7066158
43.89046396,93.85330329
34.70066608,34.76911811
41.35520331,75.54110354
40.30721001,57.26567151
41.7171238,91.95904343
41.43766223,64.78061329
45.25570039,128.8108502
41.54560038,65.88451189
43.35204864,106.1194322
41.34137779,61.0971073
40.68323471,61.73670173
43.92841843,94.76624041
41.66754184,72.22668039
41.26068865,73.12372116
41.45144221,79.58643911
41.55280591,84.83466415
40.94409169,55.04740239
41.36547201,76.78407328
44.01821721,102.8271598
41.44115888,72.28282987
40.3156046,49.46776201
40.27377685,56.47757046
40.3408219,43.47769134
41.42483629,70.96570658
41.00234439,58.1612452
40.10430364,47.02022679
44.96733783,114.3329475
44.01821721,102.8404968
43.69384653,101.7230132
49.66425975,151.540987
40.39089736,51.08999465
57.35775114,197.3593421
52.83632331,186.2300647
41.53000646,67.07901107
41.41887367,78.38665409
43.57560375,90.76209123
40.93195607,54.10833803
40.09532004,16.12079565
40.8849752,52.01276745
39.99276756,21.31923526
45.32681355,113.6490824
40.27377685,56.46058227
41.14705271,60.49165808
53.37372563,195.8235881
41.60528911,71.96753806
41.49278,68.71144241
53.84364057,220.0721582
41.42483629,63.23866808
41.54853965,68.51479371
41.44115888,64.41454165
41.24770755,54.83781439
43.63252221,89.21161736
45.2612031,113.4576261
41.05097376,52.41409048
41.73314857,70.13209331
40.27377685,56.76231885
41.73103659,71.38709327
45.10636326,124.7279361
40.87546846,66.5772157
41.23480784,57.81154878
40.07742576,46.23222734
42.60722862,77.91750931
45.22918312,108.2036329
41.44216024,73.54267785
40.6742959,42.17285696
40.21622777,51.36036787
42.59891808,83.28506109
40.22139982,46.43016976
40.44493952,40.30842583
40.53690694,52.8362179
41.73103659,71.74944308
40.89581727,62.36824906
39.99510621,35.34622935
41.72112822,83.78286393
44.17628788,144.3059733
43.48489096,82.81660712
41.50030972,67.99887269
43.65778275,107.7002675
41.43481551,59.58111963
41.38619389,70.3426674
41.44216024,74.51369603
41.3433293,62.85243194
34.99563822,47.48699389
40.84848739,51.53803396
44.47984041,101.718365
43.5088431,103.2648097
41.44341651,72.65493193
44.50045092,99.58377207
45.2724773,109.1635171
46.06604893,111.9039458
41.46775433,80.24911675
43.64199663,86.43178346
40.77126252,50.22450968
40.89397947,52.86126358
41.34137779,61.99549667
41.77150939,93.02741555
35.61852619,65.31332893
41.26153629,74.02627862
40.77814148,47.90900074
43.73238354,93.48318322
40.77814148,56.84394761
40.82880353,68.20957444
41.56218276,86.00096884
41.39224681,62.52628554
43.85078733,115.908043
40.95513762,55.28740965
41.82867149,78.92488774
55.64820222,163.8312903
43.33113975,94.29593871
43.69384653,101.6493311
40.19842042,52.20430441
43.22143781,101.2058535
41.81250267,77.66454849
40.87942486,60.21804361
43.58369882,91.23029119
40.0768034,31.11047352
41.39618243,58.33227098
40.03557527,43.63611393
44.4392357,96.64795842
46.35167212,116.6462029
45.59524034,110.5754405
41.84947277,80.45954407
42.76961084,86.80762692
47.60300772,128.4886708
40.43637893,44.01019966
41.77210095,76.03736051
41.23044346,57.57930322
42.47848643,84.98054141
41.44787591,67.07553951
41.4521353,62.48318972
40.94515588,54.88415082
43.17803884,136.4508169
41.5102708,63.8056914
40.82367095,45.53200903
40.90592555,50.29947333
41.36340943,76.28631959
41.47470839,83.44574237
40.1366101,47.5273132
43.70330765,89.16222052
40.85860738,47.61107448
43.89046396,93.60525235
41.05097376,52.4170663
43.65778275,106.9696428
41.10727837,76.24758999
40.85860738,46.65403504
40.79175171,45.09684515
40.19332039,34.46992694
42.13027041,99.3195058
40.87546846,66.86125782
41.23044346,57.64721949
39.97685508,38.39625153
36.38606788,78.365449
42.27125208,80.27258282
40.84848739,58.60818142
40.04529484,24.32359251
40.14795148,33.84709355
40.21622777,51.42786474
40.90032285,52.40602573
47.22092864,123.7341319
42.65538109,78.50353918
41.62074842,87.02403369
41.44216024,66.79330006
40.17254495,47.93127163
40.90032285,52.46067175
41.26153629,73.76197211
34.97777429,43.41442382
40.99454865,75.42205096
39.95558915,36.90751102
40.25993712,55.64815241
40.02138558,43.0555486
41.63323861,71.46310632
48.20202625,138.2296435
40.01658788,42.90623116
39.97797769,34.5712875
40.87546846,66.87822616
41.53403063,77.00228455
41.84947277,81.11976411
40.24632682,53.46519874
41.50030972,75.78470951
40.21457719,36.54442377
45.70966588,119.9785188
41.62647499,87.24299072
40.04990706,37.16834158
40.70267109,47.46471311
41.44419923,64.73444136
39.98312927,32.80548522
40.99830593,71.5667475
40.17999805,35.28016717
42.67718491,78.89139216
57.35775114,197.8901037
43.33113975,94.32895287
40.44271401,39.57084504
41.19685367,72.91646365
45.63863502,134.6866726
43.65616986,92.24236383
41.79459739,96.9453154
41.54728656,69.2631744
41.77210095,76.54275691
41.44675973,66.10440568
64.01881153,257.5208715
40.56409526,60.70033299
41.48607025,65.86869713
47.22092864,123.9909546
40.78827892,44.31036977
40.22631749,36.42363693
39.98821126,20.69273765
41.75894224,76.64655587
41.35137715,57.34015661
40.84848739,51.01243147
40.87546846,66.76282575
41.54628773,68.15894634
40.69123336,62.55476674
40.37738549,42.6229685
41.45144221,79.0973884
40.92659789,69.88269776
40.38762352,38.93909385
52.61052972,183.291657
42.03496197,118.1124115
40.83924536,50.81284494
41.59998101,79.24850857
40.70603613,47.61016895
45.24047185,108.6012527
39.18821066,103.5792574
46.9452271,120.4778584
41.24770755,55.18037544
40.14378083,32.37494219
40.6742959,43.03243399
52.61052972,183.9407377
40.94017326,62.68476738
39.99276756,21.14322958
40.87942486,52.28901853
40.89965055,61.31206392
41.82395747,147.9223546
44.97653107,103.0699947
40.18880412,43.52638204
38.82127777,97.3014744
41.54728656,70.24138665
41.50814428,76.24799126
41.60991823,67.29772959
40.84848739,59.17811838
40.89965055,52.97345197
40.58209909,60.98355699
40.77814148,48.78716735
37.6029475,89.29341101
41.35137715,57.61534851
56.93795982,187.7305878
40.89581727,54.43606062
41.77210095,76.16655707
43.65639382,100.5304228
40.94409169,63.39867123
40.84848739,59.29345717
45.24441546,127.8914579
47.71485249,132.7744296
40.00999353,41.5573134
41.23480784,57.88719703
40.87546846,67.80523817
40.36176841,43.06886326
40.89965055,53.28379058
41.44115888,72.02580512
40.14795148,33.94090592
41.26068865,73.32008849
40.06249823,44.36652661
40.87942486,60.12167998
57.83072872,210.7689918
41.44216024,65.56020199
44.99184895,122.6559198
40.87546846,66.84153926
41.34137779,69.57988724
40.84848739,51.36340388
41.42483629,71.17127663
41.46775433,80.0404142
40.66413004,47.22906931
39.92798648,21.44149826
40.02266004,23.91138404
41.02182912,75.64484359
40.14795148,33.60876081
40.24198329,53.18629317
42.60722862,77.8388272
40.70693997,65.63774759
80.4893208,317.5693081
40.35463389,44.69332374
41.74510745,76.4024553
40.19883228,43.71593041
52.76419778,155.2901642
43.79356801,98.12951476
40.66413004,46.08520751
41.49201153,86.35707181
40.93195607,53.89401809
43.63252221,89.26667907
43.73238354,95.36957567
41.07773685,59.61372912
39.99585375,24.09162979
40.66413004,46.36639294
40.04163953,28.9093424
41.72112822,75.37213293
40.44505754,45.72161729
40.38800012,45.25093569
41.55869134,66.31738213
49.63044371,149.31443
43.64199663,87.61394009
43.64199663,87.87841644
37.78321689,90.73436951
40.07742576,45.20492963
41.36547201,76.47875721
46.35167212,115.71201
40.00999353,41.62293182
41.55791642,88.2833916
47.6800341,156.5803591
40.27880226,40.85204467
40.25993712,55.75960196
52.21405038,168.4320037
42.60722862,78.23124799
40.44271401,39.82773176
41.43481551,58.99818893
41.24046972,53.46616838
43.64199663,85.52804672
41.3385379,55.43641996
40.0202641,20.01
40.95027059,50.68482891
40.71619153,43.63156061
40.50603738,60.51282413
41.35137715,57.55258756
41.23044346,65.47103771
39.98242842,26.03256744
41.51601478,76.6331948
42.67718491,78.78039659
43.99197353,99.61789079
40.15824801,30.42875899
40.06323148,27.04709341
40.23254325,39.13818778
42.17751203,95.90217937
40.434716,52.24264244
36.58296036,84.99834865
40.84848739,51.4861206
40.84848739,51.14967286
40.84848739,58.85535058
40.89581727,62.47986539
40.33113628,61.34444253
41.05695994,56.13857863
41.39224681,70.36005507
40.06022879,25.77956373
41.36340943,76.30019612
41.60418938,66.84138592
43.71907163,109.5698214
39.98396246,39.1642277
41.96263624,82.40011198
42.59752406,89.83349373
43.63252221,89.03206053
39.95558915,37.01019601
57.41302695,194.5281723
44.52629086,122.2268886
41.23480784,57.84977974
44.50462002,117.8426739
40.2262491,51.79168695
80.73501859,319.3392346
40.19842042,52.43163439
36.17785531,70.62310924
40.083732,26.8125057
43.40268592,102.6267882
44.68305853,121.7655355
41.44214057,64.24039059
41.54536227,69.38057073
40.8990623,70.73469419
41.69399289,88.35212126
45.2104069,115.8244996
40.14795148,33.80421769
44.50045092,99.09531024
41.46655806,81.14955572
41.14374667,59.93667232
43.98034023,101.2106861
41.59425079,70.74400357
40.18212377,34.87562128
40.88843978,53.01816051
41.3385379,55.65745476
43.78398595,94.43123203
41.36803739,77.20469396
40.50543508,47.19553748
43.73644475,95.36300169
43.69902855,93.89349411
40.07341632,38.8946146
44.47964567,102.3749023
41.05695994,64.14684877
52.21405038,166.2471453
43.79356801,97.95101155
43.52443419,87.9309092
41.4521353,62.25775482
41.69232215,89.54281295
43.65639382,92.63812848
43.56719806,89.39815937
40.06022879,26.19494435
44.48913438,98.6979792
39.65626723,118.7630541
40.15725967,28.40392719
40.90032285,52.45811591
41.04090121,64.45808684
43.64199663,86.94579218
40.68323471,61.90499695
41.67579155,69.18825823
42.59752406,82.1996909
40.15725967,28.23410166
40.87942486,60.21020099
47.6800341,156.6765169
40.83537104,45.91086043
41.2755841,59.16065734
41.86842892,74.408288
40.14795148,42.54314373
40.24281814,35.13423435
40.89404966,53.01171927
41.06401768,64.84176481
41.59425079,71.00025758
43.70330765,88.93449841
41.46976533,64.38119428
40.23254325,47.72504426
40.15824801,29.17414729
41.56605814,85.18510231
41.44216024,74.89981546
41.44787591,67.04885761
43.89046396,93.50570066
40.14378083,32.55811769
42.52336345,81.61873501
40.2798483,49.20267805
40.89397947,52.90951197
39.99276756,21.66939735
40.65612607,53.64369562
47.24047429,153.8669903
40.94409169,63.27995399
42.16117167,75.70685084
43.34068005,82.37097721
41.53952563,69.14701168
43.63252221,98.69072696
40.15725967,28.70102613
41.53564778,77.44948759
42.08117525,79.2148276
35.58898042,62.86418796
41.35137715,57.31436897
35.62811017,63.72105895
40.78827892,44.41868259
41.74510745,76.88192008
41.2759025,60.91903927
40.79175171,44.98807169
41.50030972,75.51160295
39.95558915,36.56612475
41.91160461,81.35153863
40.09637678,30.7014797
40.42854974,62.81844282
36.42996712,79.36124357
40.00554587,42.40750272
40.32970839,42.01296851
41.05632175,56.67740086
41.49101137,83.7900895
41.36803739,77.9045987
41.59425079,70.66938656
40.26594832,57.15312259
44.47984041,101.9823907
40.10091889,46.77351444
41.74510745,77.04417272
43.73238354,93.95736324
45.17868762,113.076852
39.99585375,23.68293883
45.61413355,115.8598043
40.89965055,53.44918667
41.24046972,53.47679076
40.12957287,31.9964296
44.28627662,104.123314
41.54728656,69.35061098
41.75156785,146.3063648
41.46875505,82.79195384
44.7591355,107.6692127
39.58860613,113.393939
41.39135046,81.04041946
46.06265694,112.0256805
60.44771103,241.8357823
46.05645224,109.3951568
46.78648943,119.496016
41.43481551,59.00718797
41.67579155,69.29213108
39.99276756,21.37428097
41.24483304,54.11565475
40.10026159,16.5521268
41.69399289,88.5927004
52.26218491,175.6669681
45.24047185,108.645183
40.3876333,57.98500833
41.48707052,68.15212545
43.38680698,82.56583123
41.52686729,84.01165919
42.60722862,77.94707686
40.89965055,53.89866655
40.41653521,59.07825416
40.89581727,54.35348333
43.5561338,96.47538678
43.61725817,84.97662843
43.00062198,83.48590595
43.66586305,88.66693105
39.88079923,121.6870824
40.24281814,35.45329144
40.21457719,45.02287115
40.21457719,36.76472357
40.04990706,37.73474944
39.99510621,27.35074251
43.81305798,91.11196124
43.82878249,110.8633956
42.02286116,86.65948754
44.47984041,102.5808485
40.80516906,64.15943387
44.53581569,104.7242168
40.9710098,70.76316685
41.05695994,56.32123965
45.18181684,113.4878387
40.00999353,41.81781849
39.92483526,20.41453423
43.00366706,99.37928179
40.5878701,64.64425119
40.92659789,69.55189835
47.69331288,129.8573115
40.95513762,55.35843817
41.7232407,73.86196317
40.78827892,44.83147672
45.35113038,129.9810085
41.23480784,58.58821102
40.38800012,45.03543679
40.0106939,40.76115968
40.09138258,29.29937572
41.16243349,60.54411321
40.66413004,46.67932384
40.96709395,70.59762498
34.85289792,39.35788605
40.87546846,67.67299437
40.82367095,45.45338528
48.26384418,137.3044957
40.04990706,29.99063597
41.44675973,66.11477996
41.53000646,67.31937239
48.54657693,143.8889966
41.36803739,77.10486671
41.77210095,76.09170821
36.6542373,85.99011804
39.91111579,24.01
41.69899368,74.98185711
41.05632175,56.59095772
40.6742959,42.5718967
41.55298325,69.7194459
40.37738549,42.38171573
41.4521353,62.15772209
41.33011458,68.3358738
43.89046396,93.59048931
53.18871173,190.9077635
41.05695994,56.31218932
44.5216866,103.4881015
53.60056987,201.482344
46.66863844,118.0008113
40.08154487,31.20506178
43.08357728,134.6451707
47.70919354,130.503105
34.77951673,37.03631445
39.95961483,18.58289648
42.15136441,79.90396799
40.14795148,41.99266668
46.35167212,117.2815659
42.65538109,78.57771658
41.05632175,56.6125501
53.86080565,221.3791903
43.90616075,114.328599
41.23480784,66.75226357
42.64121751,83.53909085
40.90638553,68.18908551
41.67746295,68.07699014
40.00802779,35.68349806
43.63252221,97.61257342
40.69123336,62.38609634
39.94743578,18.05096816
41.21528997,58.47679886
45.61035044,130.1483882
40.66413004,46.2417231
43.63252221,99.52284565
41.7232407,81.78521925
40.24281814,35.96451294
43.77577897,141.3703883
43.19727819,84.47495873
44.65837793,105.7774175
43.52443419,95.49867545
40.89581727,62.27334755
40.89965055,54.00975522
40.04529484,24.65459398
40.14795148,42.34453733
43.80362057,96.20248394
41.44216024,74.42816066
40.03496927,36.62601484
40.03496927,36.55757344
45.14536611,126.6185512
40.70267109,55.39236954
45.35543869,114.0469376
41.69399289,88.21057895
41.26440964,75.03925839
39.25685592,107.9791971
40.03496927,36.77412538
40.69123336,62.10775173
45.23133226,112.6850459
40.35463389,44.47371285
41.72112822,83.51950162
46.88974401,124.4867425
42.40854005,97.29388158
40.69123336,63.28614661
41.45113418,59.74429062
39.44551946,113.1116616
40.15867815,33.50014843
43.82878249,111.9509818
40.89965055,54.03800828
41.44787591,67.24530873
41.05049353,58.87238446
40.09138258,29.89242863
46.53552415,121.1842046
34.70066608,34.9641983
41.44216024,65.51964452
40.53690694,44.75832322
40.66629393,41.98131804
40.78827892,44.73984255
43.21395282,88.0692999
57.83072872,210.1474465
40.64712249,41.34348134
43.91900581,98.91682758
40.78827892,44.18446673
40.8895372,48.25059785
41.64053807,73.52091138
41.49201153,86.94541064
41.34046144,62.32237464
40.63044233,41.2037918
40.18550168,35.07032466
40.25561612,36.27568148
40.15725967,28.27182642
40.78827892,43.93439604
44.45473872,116.3656595
43.92345987,99.47473628
46.06265694,111.6723209
41.64360338,91.07636736
45.08347446,126.2631461
41.4521353,61.68116407
40.84848739,50.86811605
41.06401768,56.74075223
41.37723675,61.38962905
47.69189786,131.969829
44.27453436,147.2202648
41.71496002,91.61715741
52.46429282,177.7812742
42.77329581,126.938393
41.54628773,68.18816276
40.22139982,46.10015459
45.22918312,107.8503251
44.01702779,115.6754764
40.84848739,51.23375777
40.02138558,43.0647249
36.5272233,79.30866889
39.99276756,21.51107602
41.23480784,66.72261165
41.23480784,66.51607781
43.58143861,104.3232806
41.86651281,148.7541157
41.7232407,81.89877649
40.92276714,70.52030318
43.69384653,101.7088271
41.82766058,77.84493745
45.10647891,125.1273249
