TREE_GUID *,TREE_TYPE,SPIS,STRY,TREE_ALIVE,DEAD_TREE_CAUSE,GROUP_TYPE,CONIFER_STEM_STRAIGHTNESS,LOWEST_DEAD_BRANCH_HEIGHT,POINT_GUID *,TREE_OR_STUMP,DECAY_CLASS,STUMP_DECAY_CLASS,COPPICE_STOOL,LINKED_TREE_GUID *,TREE_LOCATION,OBJECTID *,OUTSIDE_PLOT,HEIGHT,TREE_HEIGHT,UC_HEIGHT,LC_HEIGHT,SHAPE *,DBH,DIAMETER_ONE,DIAMETER_TWO,SPECIES_GROUP,EXCESSIVE_LEAN,WINDSNAPPED,COPPICE_STOOL_GUID *,CROWN_DIAMETER_ONE,CROWN_DIAMETER_TWO,RECORD_STATUS,FIELDS_STATUS,TIMBER_HEIGHT,TREE_RESURVEY,GOOD_FELLING_PRACTICE,COPPICE_STOOL_DIAMETER,RANGE_DBH,RANGE_HEIGHT,RANGE_CROWN_DIAMETER_1,RANGE_CROWN_DIAMETER_2,RANGE_DIAMETER_ONE,RANGE_STUMP_HEIGHT,STUMP_TYPE,RANGE_DIAMETER_TWO,SIZE_RANK,PERCENTAGE_HEIGHT_REM,STUMP_AGE,IS_STUMP_AGE
{8F9328AB-77AB-4C10-891D-B07681BD47FE},5,SS,3,1,<Null>,1,3,<Null>,{224FD85B-6B64-4075-B51F-BA2D390AB4EF},1,<Null>,<Null>,<Null>,<Null>,<Null>,45,0,<Null>,22.5,<Null>,<Null>,Point,30,<Null>,<Null>,<Null>,0,0,<Null>,3.8,4.6,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{5AD0A98F-8676-44B3-8224-BAA19D1F9CF6},1,SS,1,0,1,1,<Null>,<Null>,{224FD85B-6B64-4075-B51F-BA2D390AB4EF},1,7,<Null>,<Null>,<Null>,<Null>,50,<Null>,<Null>,1.7,<Null>,<Null>,Point,9,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{8FEBA82A-C5A9-4C19-8F93-104E90DFCB86},1,SS,1,0,1,1,<Null>,<Null>,{224FD85B-6B64-4075-B51F-BA2D390AB4EF},1,6,<Null>,<Null>,<Null>,<Null>,54,<Null>,<Null>,8,<Null>,<Null>,Point,7,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{9944D593-8DC0-4497-A39B-70F7B2650770},1,SS,3,1,<Null>,1,<Null>,<Null>,{224FD85B-6B64-4075-B51F-BA2D390AB4EF},1,<Null>,<Null>,<Null>,<Null>,<Null>,44,<Null>,<Null>,<Null>,<Null>,<Null>,Point,19,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{822F5809-B26E-4D50-AEFF-7F57DAA9E390},2,SS,3,1,<Null>,1,7,<Null>,{224FD85B-6B64-4075-B51F-BA2D390AB4EF},1,<Null>,<Null>,<Null>,<Null>,<Null>,46,<Null>,<Null>,23.6,<Null>,<Null>,Point,37,<Null>,<Null>,<Null>,0,0,<Null>,5.5,4.8,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{76C5B26A-D9E4-4B67-A7F2-8EEC32E3D521},1,SS,3,1,<Null>,1,<Null>,<Null>,{224FD85B-6B64-4075-B51F-BA2D390AB4EF},1,<Null>,<Null>,<Null>,<Null>,<Null>,47,<Null>,<Null>,<Null>,<Null>,<Null>,Point,28,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{3F6E13A0-973D-4E02-A26F-AC79194C25F5},1,SS,3,1,<Null>,1,<Null>,<Null>,{224FD85B-6B64-4075-B51F-BA2D390AB4EF},1,<Null>,<Null>,<Null>,<Null>,<Null>,49,<Null>,<Null>,<Null>,<Null>,<Null>,Point,37,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{4BF0C48B-C3F1-4C3E-9543-468F0EF302A3},4,SS,3,1,<Null>,1,5,<Null>,{224FD85B-6B64-4075-B51F-BA2D390AB4EF},1,<Null>,<Null>,<Null>,<Null>,<Null>,51,0,<Null>,22,<Null>,<Null>,Point,26,<Null>,<Null>,<Null>,0,0,<Null>,3.5,3.8,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{9F42463C-ABCC-4842-B6C7-5E5BAA8E2A20},1,SS,1,0,1,1,<Null>,<Null>,{224FD85B-6B64-4075-B51F-BA2D390AB4EF},1,7,<Null>,<Null>,<Null>,<Null>,52,<Null>,<Null>,3,<Null>,<Null>,Point,7,<Null>,<Null>,<Null>,0,1,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,50,<Null>,<Null>
{D50E4603-D00B-43ED-A55A-BFEB8045CD5F},1,SS,1,0,1,1,<Null>,<Null>,{224FD85B-6B64-4075-B51F-BA2D390AB4EF},1,6,<Null>,<Null>,<Null>,<Null>,53,<Null>,<Null>,6,<Null>,<Null>,Point,12,<Null>,<Null>,<Null>,0,1,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,65,<Null>,<Null>
{5AF6C0ED-1A37-406D-B2A9-9F9C8BC8179C},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,64,<Null>,<Null>,<Null>,<Null>,<Null>,Point,8,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{F41B325B-BCAD-4CA6-AC6A-7247EDEC3B4E},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,71,<Null>,<Null>,<Null>,<Null>,<Null>,Point,10,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{4D0DC5B9-7E7C-48D2-94AE-004C7A9DBDC5},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,74,<Null>,<Null>,<Null>,<Null>,<Null>,Point,22,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{89AEDC4A-110F-459D-A2DC-628CF986D83A},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,73,<Null>,<Null>,<Null>,<Null>,<Null>,Point,15,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{D1C3C9BB-3C55-495A-B62A-FD976736ECF5},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,72,<Null>,<Null>,<Null>,<Null>,<Null>,Point,9,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{862AB45F-AA19-4FB5-B9E9-48FCA9139FCB},5,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,75,0,<Null>,14.4,<Null>,<Null>,Point,12,<Null>,<Null>,<Null>,0,0,<Null>,2.2,2.3,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{BBC2ECF1-2B41-470C-BD0E-95C368ABD506},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,70,<Null>,<Null>,<Null>,<Null>,<Null>,Point,9,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{E0E93A93-800E-4177-958D-9C1FF5DA051F},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,69,<Null>,<Null>,<Null>,<Null>,<Null>,Point,19,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{F96E3A62-00D6-4865-961D-8B37DD5B5AF4},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,68,<Null>,<Null>,<Null>,<Null>,<Null>,Point,22,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{12780820-4CDA-4DC6-AF62-3170C7213BC4},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,67,<Null>,<Null>,<Null>,<Null>,<Null>,Point,20,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{6FB65570-73A4-4CA1-9337-369674F0F778},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,65,<Null>,<Null>,<Null>,<Null>,<Null>,Point,15,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{3DF82C2D-AFD6-43A4-8F1C-7C95F7D6AB43},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,78,<Null>,<Null>,<Null>,<Null>,<Null>,Point,16,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{91715B42-35AA-44DA-860D-E295BE006127},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,66,<Null>,<Null>,<Null>,<Null>,<Null>,Point,14,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{0DD4B649-B451-4F1C-9448-0D130E3C18CF},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,96,<Null>,<Null>,<Null>,<Null>,<Null>,Point,8,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{252CEB36-E612-4536-A71F-BA440D215245},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,76,<Null>,<Null>,<Null>,<Null>,<Null>,Point,15,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{21D2232F-711C-4F14-9EA9-025891F3148F},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,77,<Null>,<Null>,<Null>,<Null>,<Null>,Point,17,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{69625E96-617C-4516-82BE-C0FCA489E67C},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,104,<Null>,<Null>,<Null>,<Null>,<Null>,Point,20,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{30809BC6-A0B1-44C5-AEF7-BD30D6907E5A},<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},2,<Null>,9,0,<Null>,<Null>,103,<Null>,25,<Null>,<Null>,<Null>,Point,<Null>,5,5,1,<Null>,<Null>,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,<Null>,<Null>,<Null>,<Null>
{11F29BAB-95D2-479D-9A05-5EA811CE3DD6},<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},2,<Null>,9,0,<Null>,<Null>,102,<Null>,16,<Null>,<Null>,<Null>,Point,<Null>,5,5,1,<Null>,<Null>,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,<Null>,<Null>,<Null>,<Null>
{886FA452-1407-4F88-B2B2-CDA1D48F1F78},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,101,<Null>,<Null>,<Null>,<Null>,<Null>,Point,17,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{891D3A83-F12B-47E7-BCD5-3833755BEE9A},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,100,<Null>,<Null>,<Null>,<Null>,<Null>,Point,11,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{BC4F1DBE-2E01-458D-8CB9-EC6BCA1D206C},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,99,<Null>,<Null>,<Null>,<Null>,<Null>,Point,18,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{1E89180B-8A95-4F37-BC54-5B119D4EE64F},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,97,<Null>,<Null>,<Null>,<Null>,<Null>,Point,20,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{573C2A10-15AA-4892-B995-A517F9279209},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,95,<Null>,<Null>,<Null>,<Null>,<Null>,Point,13,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{D2A75671-EC69-4966-B8F3-EBAE16B87684},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,94,<Null>,<Null>,<Null>,<Null>,<Null>,Point,10,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{21155433-ED98-4DB7-A440-4F42D726815A},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,93,<Null>,<Null>,<Null>,<Null>,<Null>,Point,20,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{1BE1C692-D761-4467-8BF4-1DEB47F883BD},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,92,<Null>,<Null>,<Null>,<Null>,<Null>,Point,9,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{3EF8D000-B82A-4D7C-9687-2AE52EB196DF},2,SS,4,1,<Null>,1,3,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,81,<Null>,<Null>,16.3,<Null>,<Null>,Point,25,<Null>,<Null>,<Null>,0,0,<Null>,5.5,6,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{B7BE8D63-6EBD-4196-8E90-7C7EB16690AF},4,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,79,0,<Null>,13.4,<Null>,<Null>,Point,10,<Null>,<Null>,<Null>,0,0,<Null>,1.8,1.9,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{DEACFFF6-990B-4BE4-84CD-8FF06BD3296A},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,98,<Null>,<Null>,<Null>,<Null>,<Null>,Point,18,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{A6F06721-5269-4272-A110-3C74361DD91E},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,80,<Null>,<Null>,<Null>,<Null>,<Null>,Point,13,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{5B52B984-6A27-4E2D-940B-FB72873BA745},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,91,<Null>,<Null>,<Null>,<Null>,<Null>,Point,14,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{503C74C6-2157-4758-A0D1-0C868731067E},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,82,<Null>,<Null>,<Null>,<Null>,<Null>,Point,10,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{B0E67AC1-246A-4278-B2B8-2C8FD30BA0E2},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,83,<Null>,<Null>,<Null>,<Null>,<Null>,Point,12,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{33811895-6959-4451-84FA-CD9BB8C60BE2},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,84,<Null>,<Null>,<Null>,<Null>,<Null>,Point,11,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{FDE55E4F-5D74-411D-9BE9-0601F0676F74},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,86,<Null>,<Null>,<Null>,<Null>,<Null>,Point,22,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{C65103C9-23AE-4606-9472-96E821B3F60F},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,87,<Null>,<Null>,<Null>,<Null>,<Null>,Point,25,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{BCE27028-66C0-4FAA-AA14-217DEFAA4B35},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,88,<Null>,<Null>,<Null>,<Null>,<Null>,Point,7,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{9C887E14-E6AD-4329-B6F8-431082B0E4F8},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,89,<Null>,<Null>,<Null>,<Null>,<Null>,Point,16,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{59AB099C-F2F6-4817-AA82-1F0CBEC179DA},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,90,<Null>,<Null>,<Null>,<Null>,<Null>,Point,13,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
{06A58824-054B-444F-9C53-BE1D21B6E062},1,SS,4,1,<Null>,1,<Null>,<Null>,{22E69595-D9BE-4BB1-8660-E2E7457E2068},1,<Null>,<Null>,<Null>,<Null>,<Null>,85,<Null>,<Null>,<Null>,<Null>,<Null>,Point,22,<Null>,<Null>,<Null>,0,0,<Null>,<Null>,<Null>,new,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
