id,y,x
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP1,14.36806,74.91944
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
BSP10,14.94722,74.69861
