id,x,y,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,, 
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
1,132.85915,49.052214,,,,,
