PLOT_ID,POINT_X,POINT_Y,AGB_T_HA,AVG_YEAR,SIZE_HA
EU2,-2.189521429,41.16076563,0,2004,0.196
EU2,-1.253502626,39.1144264,32.75271856,2004,0.196
EU2,0.521201874,41.1549515,49.64445875,2000,0.196
EU2,-0.527293555,38.71387247,21.47844055,2006,0.196
EU2,-4.293685149,42.67841251,50.31527496,2003,0.196
EU2,-4.303693248,38.30021579,42.12712133,2006,0.196
EU2,-4.492036987,40.73059415,92.33938117,2002,0.196
EU2,1.502386217,42.01852163,59.65593879,2001,0.196
EU2,-4.183838427,42.03119345,13.77110821,2003,0.196
EU2,0.983038883,42.01957416,71.08416585,2001,0.196
EU2,-1.756727626,40.08492581,23.27091248,2003,0.196
EU2,-3.183648956,42.87467955,132.40102,2005,0.196
EU2,-3.52688762,38.41442162,49.72244325,2004,0.196
EU2,-0.861838673,40.19797676,20.87472626,2005,0.196
EU2,0.685373195,41.23042287,36.96849587,2000,0.196
EU2,-1.76112544,39.8417237,38.39695036,2003,0.196
EU2,-6.665749734,37.6264366,37.22260338,2008,0.196
EU2,2.528906209,42.02732584,44.15504861,2001,0.196
EU2,-4.594405582,41.53988111,36.03344066,2002,0.196
EU2,-0.134345221,38.76345476,49.73233627,2006,0.196
EU2,-3.181939051,42.28932653,59.93453214,2003,0.196
EU2,-0.06949634,42.45011878,72.75414426,2004,0.196
EU2,-2.508630701,43.08088342,46.67705259,2005,0.196
EU2,-6.156162909,40.77724691,40.08324428,2002,0.196
EU2,-5.376361913,40.62569711,27.03041222,2002,0.196
EU2,-4.908995763,39.56235732,43.94341916,2004,0.196
EU2,-1.724235267,39.9404263,5.502465155,2003,0.196
EU2,-2.461149966,42.89156873,35.42998954,2005,0.196
EU2,-4.766795244,36.6178536,96.44800922,2007,0.196
EU2,-3.699401114,40.80117727,11.65877581,2000,0.196
EU2,-0.953694014,42.18115624,28.89609299,2005,0.196
EU2,-6.570019593,37.08381324,68.15338869,2007,0.196
EU2,-4.218149746,41.29228564,45.45361591,2004,0.196
EU2,-1.857142042,39.68954655,111.727428,2003,0.196
EU2,-3.49750485,42.31540938,47.14612791,2003,0.196
EU2,-4.518084121,43.36900865,142.9658431,2000,0.196
EU2,-4.544373342,40.43263748,9.116117285,2002,0.196
EU2,-0.639801022,42.48130021,37.14451649,2004,0.196
EU2,-4.623608575,43.16046299,19.89024111,2000,0.196
EU2,-4.09814152,41.25746385,82.0987716,2003,0.196
EU2,-4.76100935,40.15027975,138.7922888,2004,0.196
EU2,1.617470521,41.7227575,36.85945342,2000,0.196
EU2,-4.862526381,41.27465463,45.1766059,2002,0.196
EU2,-2.828737512,38.181164,45.51475603,2006,0.196
EU2,-2.434391318,37.49495407,75.67084667,2007,0.196
EU2,2.603941447,41.61330303,47.06121725,2000,0.196
EU2,-5.748761219,37.80672257,28.20223183,2007,0.196
EU2,-0.237596535,40.52703277,38.98574082,2006,0.196
EU2,-4.563302018,41.24307953,24.69055145,2004,0.196
EU2,1.293776821,42.14169163,98.48161051,2001,0.196
EU2,-6.218213456,37.77891582,6.04593883,2007,0.196
EU2,1.725997344,41.70599901,82.49195229,2000,0.196
EU2,0.889044235,42.66626349,137.5730776,2001,0.196
EU2,-5.873023783,40.35319929,90.70926873,2002,0.196
EU2,-6.314695823,39.16864442,44.39245655,2001,0.196
EU2,-0.392599506,42.57499199,76.86551398,2004,0.196
EU2,-5.584878582,37.66626346,47.75703491,2007,0.196
EU2,-5.53220388,36.43280623,37.76702159,2007,0.196
EU2,-0.615496173,38.48144602,28.84773676,2006,0.196
EU2,-2.348371719,43.13411068,125.846362,2005,0.196
EU2,-5.430108128,41.76841366,61.27906836,2002,0.196
EU2,-3.48872947,42.74771247,57.15873933,2003,0.196
EU2,1.159165583,42.19364425,88.06023528,2001,0.196
EU2,-0.544812186,39.86739382,69.05825599,2006,0.196
EU2,-3.096283592,41.79408224,45.8828787,2004,0.196
EU2,-2.904290374,41.40678052,3.68714752,2003,0.196
EU2,-0.553718606,40.27294277,65.21260856,2005,0.196
EU2,-5.064265187,42.73014844,108.1723209,2003,0.196
EU2,-5.705205119,36.27580218,27.0483952,2007,0.196
EU2,-3.697842507,42.87270007,61.44742916,2003,0.196
EU2,-4.846549149,41.55412072,30.95228533,2002,0.196
EU2,1.519410188,42.32494056,149.5898794,2001,0.196
EU2,-1.325326429,40.45784767,4.719737085,2005,0.196
EU2,-3.752776137,36.98013333,66.57681864,2007,0.196
EU2,-0.268518931,42.34698044,133.3224843,2004,0.196
EU2,-3.60706228,38.41403375,15.03250437,2004,0.196
EU2,1.800269055,41.58971116,41.98818071,2000,0.196
EU2,1.652099213,42.36259986,44.85992287,2001,0.196
EU2,1.530494021,42.37011101,27.11385486,2001,0.196
EU2,-0.545887889,40.48895944,87.04723,2005,0.196
EU2,-4.846292912,41.5451183,25.77057607,2002,0.196
EU2,-3.096595245,42.00123283,140.150461,2003,0.196
EU2,-6.120618606,39.9477092,23.95721031,2001,0.196
EU2,-4.845791016,38.03160968,34.15239772,2006,0.196
EU2,-7.370528685,37.52111912,12.82114858,2008,0.196
EU2,-4.548970304,42.14392294,59.74239409,2003,0.196
EU2,-5.874081223,38.68667076,58.8272253,2002,0.196
EU2,-2.441652309,38.03576323,48.83467404,2007,0.196
EU2,-1.180308139,39.70793858,27.81472634,2006,0.196
EU2,2.406777032,42.17085868,90.17897657,2001,0.196
EU2,-5.615525868,38.53057084,91.93780985,2002,0.196
EU2,-2.787731807,40.45176821,62.56514499,2003,0.196
EU2,-2.761548212,41.18138567,40.22694587,2004,0.196
EU2,1.626801483,41.84895959,37.50883152,2000,0.196
EU2,-4.956570243,36.60587437,69.7197364,2007,0.196
EU2,3.07231404,41.88416635,54.76316574,2001,0.196
EU2,-1.066234214,39.61600295,58.63558473,2006,0.196
EU2,-2.567876951,41.6221801,125.3101996,2004,0.196
EU2,-4.237767592,40.42731894,45.18319273,2000,0.196
EU2,-6.419619903,37.20679501,45.4064108,2007,0.196
EU2,-4.623189393,38.26919513,71.72911523,2006,0.196
EU2,-2.399483142,42.93628643,251.282697,2005,0.196
EU2,-5.666552712,36.77233356,192.3389921,2007,0.196
EU2,-0.53413819,40.16443328,34.26453756,2006,0.196
EU2,-1.370874478,40.03509688,18.62229386,2006,0.196
EU2,-3.672972267,40.53108226,6.87584058,2000,0.196
EU2,-5.272789016,40.70884973,48.03438781,2002,0.196
EU2,-4.31493443,41.35427074,42.72813647,2004,0.196
EU2,-4.191667239,39.81518991,9.318500915,2004,0.196
EU2,0.817718386,41.19698137,106.1941643,2000,0.196
EU2,1.105089305,42.3818783,128.8060104,2001,0.196
EU2,-5.135155467,36.99936672,77.16222052,2007,0.196
EU2,-2.753770464,43.21674204,136.2246274,2005,0.196
EU2,-3.936586503,40.80850382,62.16732441,2000,0.196
EU2,2.687255428,41.75766994,10.57764447,2001,0.196
EU2,1.236118511,42.47402309,64.72908976,2001,0.196
EU2,-3.549658971,42.72942585,39.20660366,2003,0.196
EU2,-3.682926033,42.62965076,27.15789922,2003,0.196
EU2,2.601661319,41.98256956,93.46954446,2001,0.196
EU2,1.486677777,42.17141627,30.61839152,2001,0.196
EU2,-4.206541606,41.31042238,46.70040624,2003,0.196
EU2,-0.234810258,38.5451485,55.78370836,2006,0.196
EU2,-0.209640449,42.57968396,248.0147177,2004,0.196
EU2,-1.256698742,39.91631987,82.73830081,2003,0.196
EU2,-5.519312307,36.37900412,48.5419133,2007,0.196
EU2,-4.590836946,41.88217566,15.30853342,2003,0.196
EU2,-6.497547986,37.91133437,52.42879991,2008,0.196
EU2,1.692319202,41.58853385,28.39164468,2000,0.196
EU2,-1.919267691,40.92434697,28.29913877,2003,0.196
EU2,-0.354327241,40.25954529,168.2513332,2006,0.196
EU2,-1.40701871,40.99046782,15.25824271,2004,0.196
EU2,-4.873825506,38.67995721,31.39155496,2006,0.196
EU2,-5.062228249,43.03634017,126.938393,2002,0.196
EU2,-2.543249519,38.18941287,47.75420909,2006,0.196
EU2,1.451809856,41.6125661,27.10472099,2000,0.196
EU2,-6.546296407,37.81324249,22.441942,2008,0.196
EU2,-6.346331778,39.55674091,8.833761715,2001,0.196
EU2,-5.104323068,38.30660449,53.38057073,2006,0.196
EU2,2.697885933,42.05491396,70.39036874,2001,0.196
EU2,-4.122306799,40.57263339,66.00838023,2000,0.196
EU2,-5.597807247,38.03541295,99.69896216,2007,0.196
EU2,-3.747016435,40.81889514,73.98286403,2000,0.196
EU2,2.44443287,42.01794173,213.556686,2001,0.196
EU2,-2.736179364,41.55964032,172.783199,2003,0.196
EU2,1.789783525,42.14799696,166.4560189,2001,0.196
EU2,1.276297927,42.3395539,90.54254071,2001,0.196
EU2,-7.347309191,37.5478336,35.20294605,2008,0.196
EU2,-3.035980718,41.56894443,0,2003,0.196
EU2,-6.647075323,37.49990643,66.1577688,2007,0.196
EU2,0.633219859,41.02220738,52.51051377,2000,0.196
EU2,-0.266965168,38.90627552,20.56324387,2006,0.196
EU2,-3.097606391,42.65866084,80.33265112,2003,0.196
EU2,-2.543743828,41.64010074,141.346727,2004,0.196
EU2,-1.251628524,39.65497921,34.29404372,2006,0.196
EU2,-1.866185666,40.55450423,104.5804277,2003,0.196
EU2,2.316674321,41.53989849,95.19083718,2000,0.196
EU2,0.055605857,40.63962326,61.67551931,2006,0.196
EU2,-4.841997829,41.8153779,30.81315542,2002,0.196
EU2,2.514905537,42.27943897,32.47553228,2001,0.196
EU2,-4.670582702,43.07874727,84.08067489,2000,0.196
EU2,-3.496784478,37.35104827,25.83516736,2007,0.196
EU2,-3.838585517,40.55702459,37.64264272,2000,0.196
EU2,-4.332939898,40.47130293,51.31536466,2002,0.196
EU2,-1.617923575,41.13731007,38.16206408,2005,0.196
EU2,-7.212199226,39.37508552,8.6563927,2001,0.196
EU2,-3.476856912,42.79278828,59.25910806,2003,0.196
EU2,-1.820013428,39.8153093,38.80838709,2003,0.196
EU2,-2.483987617,43.0897796,98.07831376,2005,0.196
EU2,0.5619693,42.60573767,42.55375941,2004,0.196
EU2,-3.060380568,42.01026398,62.76766459,2003,0.196
EU2,-4.117286575,37.31977515,13.00862731,2007,0.196
EU2,0.725503036,41.10512843,47.4880745,2000,0.196
EU2,-3.499036209,40.95535584,42.99189487,2000,0.196
EU2,-2.804136323,42.86565429,54.14710313,2005,0.196
EU2,-6.423177634,42.71975801,56.70573395,2002,0.196
EU2,-3.744404469,40.58469544,37.43519025,2000,0.196
EU2,-5.801037742,40.88637448,49.571361,2002,0.196
EU2,2.368665102,42.35077393,35.48175562,2001,0.196
EU2,-6.652395132,40.1398688,42.41343251,2001,0.196
EU2,-4.059660804,38.03231345,9.15758639,2006,0.196
EU2,-5.940291949,39.72999544,25.90321645,2001,0.196
EU2,-5.734059222,38.02331106,46.76559768,2007,0.196
EU2,-1.036386623,39.43531667,24.28105531,2006,0.196
EU2,-5.553420989,36.73876924,67.91016313,2007,0.196
EU2,-2.325787337,36.98961955,30.07290727,2007,0.196
EU2,-6.682113246,39.25762049,55.59564651,2001,0.196
EU2,1.866390319,41.92362565,44.47444535,2000,0.196
EU2,-4.717667825,41.2138584,32.49595826,2002,0.196
EU2,1.439595867,42.11675042,73.37041932,2001,0.196
EU2,-3.936294507,38.18656807,24.4246103,2006,0.196
EU2,1.708560451,41.97599615,70.87767984,2000,0.196
EU2,2.878533963,42.3794652,137.7415511,2001,0.196
EU2,-5.740079937,37.8790076,69.60964946,2007,0.196
EU2,-4.439107688,38.20851649,72.48827076,2006,0.196
EU2,2.319715512,42.38651696,193.0933758,2001,0.196
EU2,1.61106175,41.46148523,48.56765857,2000,0.196
EU2,-2.029311996,43.09583048,22.66959203,2005,0.196
EU2,-4.959593924,39.70566091,17.38617965,2004,0.196
EU2,-4.832332694,39.30231527,45.64623745,2001,0.196
EU2,-4.280596693,36.96659922,3.62497263,2007,0.196
EU2,-4.724661165,38.69126343,31.86895662,2004,0.196
EU2,0.750550471,42.10530735,41.55950975,2001,0.196
EU2,-2.311994925,38.49469278,44.75637146,2004,0.196
EU2,-2.413735091,37.24247529,99.35745596,2007,0.196
EU2,-2.061737073,38.33975577,25.59257916,2004,0.196
EU2,-2.987767371,42.82079585,64.02713954,2005,0.196
EU2,-5.82873009,40.1381161,35.3032544,2001,0.196
EU2,-5.826871462,42.57878826,34.66288914,2003,0.196
EU2,1.964161749,41.84349162,47.02181586,2000,0.196
EU2,-2.828818076,42.7936532,41.89501082,2005,0.196
EU2,0.983459841,41.23603164,43.00315619,2000,0.196
EU2,-5.238869003,41.4570852,76.2206212,2002,0.196
EU2,-4.470694762,41.37039937,67.73241183,2004,0.196
EU2,-3.73483867,37.44895621,58.69314394,2007,0.196
EU2,-2.547596525,42.7928875,162.2692166,2005,0.196
EU2,-5.036974631,39.95657443,20.91838725,2004,0.196
EU2,0.612862516,41.25596134,59.69737466,2000,0.196
EU2,-3.672940419,39.3328134,8.70860977,2004,0.196
EU2,1.638270685,41.87611517,44.40072021,2000,0.196
EU2,-2.196197526,40.61132279,98.42590979,2003,0.196
EU2,-4.737080632,40.13262407,89.36726422,2004,0.196
EU2,-0.582844998,42.69622724,47.96175337,2004,0.196
EU2,-5.101493092,42.74748061,77.86300169,2003,0.196
EU2,-0.767512822,38.75474873,34.26308334,2006,0.196
EU2,-4.431876869,41.23578206,35.48517215,2004,0.196
EU2,-0.097603874,42.63092527,163.451154,2004,0.196
EU2,-6.199790631,39.1479206,88.70697646,2001,0.196
EU2,-4.951577643,42.64207601,69.79004223,2003,0.196
EU2,-0.7814382,37.9260426,20.92228105,2006,0.196
EU2,-2.943184279,37.82978191,51.03251104,2006,0.196
EU2,-0.510093004,39.5333412,109.0573886,2006,0.196
EU2,-3.912015624,40.74564357,43.77145729,2000,0.196
EU2,3.15683447,41.94712772,46.39818743,2001,0.196
EU2,-3.250511615,41.21739068,209.0843284,2003,0.196
EU2,-0.281667139,42.04112027,17.49225788,2004,0.196
EU2,-0.36719879,39.92655186,32.11519071,2006,0.196
EU2,-6.409572685,40.9633549,27.76375098,2002,0.196
EU2,-6.040905866,37.95479053,51.30675558,2007,0.196
EU2,0.984842701,42.34380579,55.57558492,2001,0.196
EU2,-3.108684958,42.01022841,69.99426058,2003,0.196
EU2,1.624871164,41.9389993,70.02397468,2001,0.196
EU2,-5.037776889,39.98358609,10.5576147,2004,0.196
EU2,-3.168732472,41.88406516,104.2583821,2003,0.196
EU2,-2.728990974,37.3607946,67.31239868,2007,0.196
EU2,-1.199901222,39.40192475,103.3613728,2006,0.196
EU2,-6.609597555,41.99439013,108.0876669,2002,0.196
EU2,-1.838507769,40.10379294,0,2003,0.196
EU2,-4.130233245,38.17584932,25.98350179,2006,0.196
EU2,-4.816591746,36.83342405,32.55016759,2007,0.196
EU2,-5.824289281,36.18292666,78.25923675,2007,0.196
EU2,-3.278972289,42.28913154,145.0603948,2003,0.196
EU2,-4.986704176,36.69100063,143.2480226,2007,0.196
EU2,-6.802691562,37.59302144,38.42407553,2008,0.196
EU2,-2.472551225,42.9906755,89.7308171,2005,0.196
EU2,-5.025540564,39.96578347,39.62393933,2004,0.196
EU2,-5.76051527,36.58094381,59.28008145,2007,0.196
EU2,-4.599722754,43.18781246,144.5388402,2000,0.196
EU2,-0.25739124,38.55468954,9.247558098,2006,0.196
EU2,-5.303620833,39.87951323,94.64338121,2001,0.196
EU2,-2.471702113,43.08972354,346.9938395,2005,0.196
EU2,-5.44643614,36.54274622,50.96257069,2007,0.196
EU2,-5.149983078,43.08875021,186.2300647,2002,0.196
EU2,-5.615774173,37.89985824,65.86841504,2007,0.196
EU2,2.301479345,41.83703198,32.37148207,2001,0.196
EU2,-6.563506,39.33627926,64.05179814,2001,0.196
EU2,-3.313843987,41.98283165,56.9740997,2003,0.196
EU2,-4.024344766,42.62710663,37.67869611,2003,0.196
EU2,2.467609293,42.13513265,58.9958628,2001,0.196
EU2,-2.495455155,38.49562679,47.6197029,2004,0.196
EU2,2.599338111,42.35181205,43.81419644,2001,0.196
EU2,-2.33856772,40.55817469,41.29586685,2003,0.196
EU2,0.605862133,41.12071657,53.41527632,2000,0.196
EU2,-3.465230642,41.21672339,218.061671,2004,0.196
EU2,-5.893677084,39.73116772,48.35228499,2001,0.196
EU2,-3.860248126,40.40371857,14.87897963,2000,0.196
EU2,-2.840044494,43.18087721,121.898369,2005,0.196
EU2,0.70044753,41.14065798,30.20225781,2000,0.196
EU2,-0.558655073,40.4622075,46.24261953,2005,0.196
EU2,1.493708176,41.87430972,31.27913572,2000,0.196
EU2,2.494591026,41.78400413,48.10961117,2001,0.196
EU2,-6.1735212,38.05716379,64.11002033,2002,0.196
EU2,-6.158096275,40.45304714,67.47741663,2001,0.196
EU2,-1.4850435,40.1717788,0,2003,0.196
EU2,2.135066934,41.67377933,54.32885421,2000,0.196
EU2,-5.7093098,37.96982316,5.3816768,2007,0.196
EU2,-3.710264567,41.80994016,55.48272238,2000,0.196
EU2,-5.817136437,41.26424891,23.43816892,2002,0.196
EU2,1.75090076,41.6612392,44.63481138,2000,0.196
EU2,-2.54641106,42.95497269,147.7291166,2005,0.196
EU2,-3.280941463,42.73040024,47.233895,2003,0.196
EU2,2.092808953,42.11476914,46.18152421,2001,0.196
EU2,-1.014526775,38.97545129,31.41113681,2006,0.196
EU2,-2.177369135,38.23248003,55.84524193,2004,0.196
EU2,-2.334989186,40.91848602,25.29208075,2004,0.196
EU2,-6.815205331,39.44938913,35.78950992,2001,0.196
EU2,-4.758225262,40.0422181,43.81557924,2004,0.196
EU2,-1.860312581,40.2031086,67.61512951,2003,0.196
EU2,-0.966189023,39.45212859,24.3027764,2006,0.196
EU2,-3.784105248,42.91716635,45.65019784,2003,0.196
EU2,-5.866097882,42.90196862,52.98397834,2003,0.196
EU2,1.846805108,41.67124828,38.88347731,2000,0.196
EU2,-2.553001038,42.03642853,59.84258353,2003,0.196
EU2,-3.990730852,41.25843832,102.0794107,2003,0.196
EU2,-2.90890619,37.98297796,28.97510338,2006,0.196
EU2,0.524620905,41.38018627,20.34939119,2000,0.196
EU2,-6.110829175,39.62318507,20.65806273,2001,0.196
EU2,-3.6062146,40.98186598,87.86308708,2000,0.196
EU2,-1.38150574,39.08023349,9.680477832,2004,0.196
EU2,-4.334546108,40.55235961,28.66295823,2002,0.196
EU2,2.422069442,41.81968883,48.80794922,2001,0.196
EU2,-0.953739708,39.87533297,57.47484023,2006,0.196
EU2,-4.317115343,41.46233016,42.94769872,2002,0.196
EU2,-2.621341579,42.73011886,72.89320076,2003,0.196
EU2,-4.199753718,38.23824261,31.63732464,2006,0.196
EU2,-5.213716814,41.42154646,81.96726481,2002,0.196
EU2,-0.472412212,39.92889474,38.90451687,2006,0.196
EU2,-1.77794337,40.85988075,44.0469817,2003,0.196
EU2,-6.3359854,42.18647839,58.37047889,2002,0.196
EU2,-4.576530708,41.29694173,24.56893471,2004,0.196
EU2,-3.743806054,40.53064798,71.65644017,2000,0.196
EU2,-0.474740657,41.43313915,46.730094,2005,0.196
EU2,-5.052362592,43.10855201,60.31155617,2002,0.196
EU2,-6.268280409,37.96029431,90.65193318,2007,0.196
EU2,-2.963878457,41.82113702,139.5449323,2004,0.196
EU2,-2.117596047,40.29544571,45.44295853,2003,0.196
EU2,-4.914324315,36.70570659,79.23209083,2007,0.196
EU2,-5.459025574,36.58754925,56.94096181,2007,0.196
EU2,0.822411507,42.82710015,264.4729773,2001,0.196
EU2,2.516143772,42.11733526,58.91391674,2001,0.196
EU2,-4.095584981,38.1491417,27.74408134,2006,0.196
EU2,-3.25306251,41.87490372,116.5076357,2003,0.196
EU2,-1.742334727,43.30914049,65.2354758,2005,0.196
EU2,-4.406715303,38.89375971,55.49703417,2004,0.196
EU2,-1.873251999,40.13116338,3.686839598,2003,0.196
EU2,-6.018852319,41.45824406,15.74517024,2002,0.196
EU2,-3.458393181,38.45075722,79.77307421,2004,0.196
EU2,-4.704576249,41.16901729,32.98536555,2003,0.196
EU2,-1.877978191,39.84291288,8.917140045,2003,0.196
EU2,-0.098439938,42.61293758,197.3354346,2004,0.196
EU2,-3.615511778,40.70256412,18.46393626,2000,0.196
EU2,0.49147329,42.2350122,30.63031988,2004,0.196
EU2,-0.806601958,38.98073653,39.89924122,2006,0.196
EU2,-5.093495615,41.7750439,4.566124745,2002,0.196
EU2,-6.115311234,39.51519998,40.86918671,2001,0.196
EU2,2.102278436,41.43934682,69.83413361,2000,0.196
EU2,-1.988566595,38.66356371,16.44793388,2004,0.196
EU2,0.504508435,41.28068175,97.89623409,2000,0.196
EU2,-2.531542354,38.23442804,160.3409882,2006,0.196
EU2,1.982664522,42.19489949,45.50345573,2001,0.196
EU2,-1.52955372,39.7399165,105.568607,2003,0.196
EU2,1.798765284,41.67075617,40.48311657,2000,0.196
EU2,0.158080683,40.73226065,106.1540995,2005,0.196
EU2,0.471846082,41.19891072,33.45492011,2000,0.196
EU2,-7.189704208,37.97809245,63.26882445,2008,0.196
EU2,-3.93964262,41.02466936,22.82400164,2003,0.196
EU2,-3.238746431,41.26245361,55.23138903,2003,0.196
EU2,-5.278794745,40.53758932,48.24044912,2002,0.196
EU2,-4.445465251,40.76721865,58.55380002,2004,0.196
EU2,0.856111723,41.11664096,46.80755247,2000,0.196
EU2,-1.226714976,39.71766603,87.15138979,2006,0.196
EU2,-1.965900053,41.73542851,47.04625129,2004,0.196
EU2,-5.627411929,40.3950738,82.78402689,2002,0.196
EU2,-0.726934216,38.58277526,29.35726615,2006,0.196
EU2,2.539028177,42.2975503,52.58114781,2001,0.196
EU2,-1.899523312,38.4735203,9.487747608,2004,0.196
EU2,0.239015051,40.77926054,41.16827077,2000,0.196
EU2,-3.608204877,41.19804184,89.20193231,2004,0.196
EU2,-1.948281881,40.59131447,27.77333985,2003,0.196
EU2,-0.890058373,40.04535354,0,2005,0.196
EU2,0.941086555,42.5681569,118.2610913,2001,0.196
EU2,-1.600101488,39.71376044,27.59460914,2003,0.196
EU2,-3.802725501,40.52124508,41.02958019,2000,0.196
EU2,-4.343118917,40.39010882,105.8828442,2000,0.196
EU2,-7.008497496,38.36264023,46.37261517,2002,0.196
EU2,-2.783361003,38.08195223,53.26767163,2006,0.196
EU2,-3.851580997,36.77214135,13.34202994,2007,0.196
EU2,-4.554951416,36.6478486,38.23160567,2007,0.196
EU2,-5.029273876,40.09183735,47.58252798,2004,0.196
EU2,-6.504348977,37.02837821,49.73746756,2007,0.196
EU2,-3.146360605,37.13566939,86.4290109,2007,0.196
EU2,-2.039575699,40.81731592,13.70802357,2003,0.196
EU2,1.420641774,41.41399363,40.22174134,2000,0.196
EU2,-2.362161081,42.99011355,164.3899225,2005,0.196
EU2,2.340466055,41.55805148,70.16227742,2000,0.196
EU2,-6.422073485,40.33313595,19.77116942,2001,0.196
EU2,-2.938872344,42.78475968,54.35428025,2005,0.196
EU2,-2.054367019,40.61024857,54.54269442,2003,0.196
EU2,2.554382523,41.83829161,0,2001,0.196
EU2,-3.135626399,43.3069706,247.2697131,2005,0.196
EU2,1.064545801,41.31848545,53.29218214,2000,0.196
EU2,-3.109179155,42.29842481,63.59568867,2003,0.196
EU2,-1.463303271,40.61290411,28.08012646,2005,0.196
EU2,-5.583173528,40.16187385,61.54840033,2001,0.196
EU2,-4.318468861,42.69614011,36.45482843,2003,0.196
EU2,-4.141047838,40.28417498,32.72625629,2000,0.196
EU2,-0.835556385,42.44914588,82.4776759,2004,0.196
EU2,0.765144796,41.34007909,15.19207054,2000,0.196
EU2,0.538503552,42.27205251,50.93307549,2004,0.196
EU2,-3.833471065,42.94383212,142.33572,2003,0.196
EU2,-2.886451454,37.77566314,80.68339062,2006,0.196
EU2,2.638585359,41.85660066,75.82190792,2001,0.196
EU2,0.716409112,41.02388651,16.73472394,2000,0.196
EU2,-1.262001216,40.1686447,37.54701274,2005,0.196
EU2,-2.852305306,43.19890272,139.120406,2005,0.196
EU2,-3.60653491,42.29687278,42.33246274,2003,0.196
EU2,-3.549500025,42.71141617,41.67936136,2003,0.196
EU2,-3.404344974,36.95478888,86.85128534,2007,0.196
EU2,-4.960586722,39.32725406,85.64681096,2001,0.196
EU2,-2.707488161,37.08131487,25.14585726,2007,0.196
EU2,-6.14822051,40.40776832,73.97030836,2001,0.196
EU2,-4.383781384,41.21835567,57.33076455,2004,0.196
EU2,1.86108992,42.22077446,65.63969824,2001,0.196
EU2,-0.644601983,40.36490748,96.06141891,2005,0.196
EU2,0.254782943,41.25698139,68.85746986,2005,0.196
EU2,-0.56360098,38.66057636,67.52889706,2006,0.196
EU2,-2.067918788,41.33098694,26.80018994,2005,0.196
EU2,-6.359804063,42.19603457,58.23412622,2002,0.196
EU2,0.536047467,42.33503559,100.2716038,2004,0.196
EU2,-4.868667221,43.12970912,170.0349209,2003,0.196
EU2,-1.715225388,39.79617729,14.4948397,2003,0.196
EU2,-2.613840737,41.96459834,31.20035628,2003,0.196
EU2,2.358171378,42.18860916,124.9757129,2001,0.196
EU2,-6.451366802,39.86537697,39.77124432,2001,0.196
EU2,-1.41566393,41.12569807,67.85927584,2005,0.196
EU2,-7.012482499,37.7950007,38.56156258,2007,0.196
EU2,-0.800677028,42.40345604,20.99320969,2004,0.196
EU2,1.643440672,42.20039496,99.35350322,2001,0.196
EU2,-2.842418303,37.11762703,105.9990802,2007,0.196
EU2,-1.271543524,42.06931227,26.35313284,2004,0.196
EU2,1.115160857,41.22024972,42.96527778,2000,0.196
EU2,-6.246183567,39.7345724,30.46831627,2001,0.196
EU2,2.36124489,41.88241269,48.98273311,2001,0.196
EU2,-1.33142032,41.90574897,0,2005,0.196
EU2,2.519195187,41.71205566,49.48790005,2001,0.196
EU2,2.554756891,41.78425307,110.8182234,2001,0.196
EU2,-2.631210221,38.85659569,0,2004,0.196
EU2,-3.370105486,43.34246938,145.8739761,2000,0.196
EU2,2.283990317,42.32325901,141.8328981,2001,0.196
EU2,-2.099705851,40.75474381,49.78631266,2004,0.196
EU2,2.220235784,41.58431991,55.018611,2000,0.196
EU2,-7.224126226,37.49197107,6.724482996,2007,0.196
EU2,2.543362136,41.69414057,52.92200952,2001,0.196
EU2,1.561189146,41.5509404,38.57359699,2000,0.196
EU2,-4.135661639,41.35617971,93.40398807,2003,0.196
EU2,-4.339438752,37.11917848,20.55294406,2007,0.196
EU2,1.087373975,41.35489437,47.46392076,2000,0.196
EU2,-4.03875503,41.27602974,32.50269537,2003,0.196
EU2,-7.451943539,37.41406324,5.220900005,2007,0.196
EU2,-2.748536586,38.26213029,115.2612802,2006,0.196
EU2,0.56056383,42.64172662,59.31205306,2004,0.196
EU2,-0.964000675,40.31692597,31.16186001,2005,0.196
EU2,-3.265635725,42.00096612,9.019361235,2003,0.196
EU2,-1.11717068,39.02220364,60.45768909,2006,0.196
EU2,-3.447044903,38.46882484,14.18981252,2004,0.196
EU2,-4.082917974,37.28404151,40.31189462,2007,0.196
EU2,-2.388507129,38.9366776,50.41603109,2004,0.196
EU2,-6.322988129,40.15974084,82.07227234,2001,0.196
EU2,-3.589310053,41.74757753,44.00645787,2003,0.196
EU2,-0.316239238,40.33072721,34.25425732,2005,0.196
EU2,-1.045226446,42.3538569,0.817270403,2005,0.196
EU2,-2.253518602,41.81871712,33.84322833,2004,0.196
EU2,-2.785920345,41.01929298,4.924087755,2004,0.196
EU2,0.31788706,40.88019681,113.8997124,2000,0.196
EU2,0.203505965,40.77840483,27.71858174,2005,0.196
EU2,-4.136407391,40.70761957,129.1155712,2000,0.196
EU2,1.387572147,42.2601229,40.89365402,2001,0.196
EU2,-3.955451391,41.29476602,254.084359,2004,0.196
EU2,-6.401076302,41.1793215,12.21349826,2002,0.196
EU2,-6.32513353,37.96160168,54.08170251,2007,0.196
EU2,-5.657971799,36.19575037,53.31280975,2007,0.196
