Province,Estrato Florestal,id_parcela,Ycoordinate,Xcoordinate, Vt (m3_ha) , Vc (m3_ha) , AGB (ton_ha) , BGB (ton_ha) ,year,size
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0564131,-11.875973,39.890627,0,0,0,0,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0579563,-11.884012,39.937473,70.14,19.36,53.64,20.8,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0579562,-11.884015,39.936555,0,0,0,0,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0579564,-11.884916,39.937476,49.82,8.49,38.19,16.85,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0579561,-11.884919,39.936558,188.06,23.97,155.93,54.52,2016,0.1
Cabo Delgado,Floresta (semi-) sempreverde,CD0127142,-11.894269,38.596029,146.2,56.6,166.85,47.59,2016,0.1
Cabo Delgado,Floresta (semi-) sempreverde,CD0127143,-11.89427,38.596947,149.09,78.09,160.98,45.07,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0382873,-11.894368,39.349845,49.74,7.93,49.07,19.44,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0382872,-11.894369,39.348926,103.52,18.58,89.06,37.81,2016,0.1
Cabo Delgado,Floresta (semi-) sempreverde,CD0127141,-11.895173,38.596027,164.6,53.46,162.88,45.75,2016,0.1
Cabo Delgado,Floresta (semi-) sempreverde,CD0127144,-11.895175,38.596946,68.02,14.99,60.51,16.94,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0382874,-11.895272,39.349846,57.67,13.01,52.59,20.25,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0382871,-11.895273,39.348927,78.14,28.97,72.38,28.05,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0120862,-11.903338,38.577588,5.75,1.99,5.3,3.2,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0120863,-11.903339,38.578507,8.18,2.41,7.14,3.86,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0120861,-11.904242,38.577587,21.56,8.45,19.3,8.92,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0120864,-11.904243,38.578505,14.29,6.46,12.69,6.22,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0722133,-11.936539,40.360041,0,0,0,0,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0722132,-11.936544,40.359122,0,0,0,0,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0706203,-11.936765,40.314141,32.46,9.31,60.62,16.88,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0706202,-11.936769,40.313223,0,0,0,0,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0722134,-11.937444,40.360045,0,0,0,0,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0722131,-11.937448,40.359127,40.33,1.24,36.21,20.72,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0706204,-11.937669,40.314146,0,0,0,0,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0706201,-11.937673,40.313227,0,0,0,0,2016,0.1
Cabo Delgado,Floresta (semi-) sempreverde,CD0171422,-11.948769,38.724428,14.47,5.58,16.26,4.55,2016,0.1
Cabo Delgado,Floresta (semi-) sempreverde,CD0171423,-11.94877,38.725347,17.11,4.9,19.34,5.42,2016,0.1
Cabo Delgado,Floresta (semi-) sempreverde,CD0171421,-11.949673,38.724427,52.48,14.97,80.29,22.32,2016,0.1
Cabo Delgado,Floresta (semi-) sempreverde,CD0171424,-11.949674,38.725346,63.76,17.73,74.5,20.75,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6723,-11.96479085,35.46091022,47.83,14.11,40.9,18.26,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6722,-11.9647989,35.45999257,94.1,25.33,73.72,27.16,2016,0.1
Niassa,Floresta (semi-) sempreverde,6724,-11.96569435,35.4609184,141.39,43.89,183.83,52.02,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6721,-11.9657024,35.46000074,31.59,7.4,27.58,12.28,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0398293,-11.966768,39.395845,41.81,11.82,35.67,16.57,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0398292,-11.966769,39.394926,125.93,37.22,90.2,30.75,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0398294,-11.967672,39.395846,101.59,9.91,84.91,26.93,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0398291,-11.967673,39.394927,53.19,17.17,35.73,18.09,2016,0.1
Cabo Delgado,Floresta (semi-) sempreverde,CD0573513,-11.974495,39.919414,98.48,4.02,117.01,32.76,2016,0.1
Cabo Delgado,Floresta (semi-) sempreverde,CD0573512,-11.974498,39.918496,63.68,0,82.79,23.18,2016,0.1
Cabo Delgado,Floresta (semi-) sempreverde,CD0573514,-11.975399,39.919417,63.6,0,84.27,23.59,2016,0.1
Cabo Delgado,Floresta (semi-) sempreverde,CD0573511,-11.975402,39.918499,49.03,0,58.68,16.43,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6813,-12.0008886,35.46090698,0,0,0,0,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6812,-12.00089668,35.45998921,0,0,0,0,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6814,-12.0017921,35.46091519,0,0,0,0,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6811,-12.00180018,35.45999741,0,0,0,0,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0099182,-12.011769,38.513129,0,0,0,0,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0105312,-12.011769,38.531529,22.54,3.43,19.14,9.51,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0105313,-12.011771,38.532448,56.88,21.9,55.52,18.57,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0099183,-12.011771,38.514048,78.15,21.43,74.53,22.98,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0105311,-12.012673,38.531527,23.72,2.36,21.38,11.98,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0099181,-12.012673,38.513127,51.81,25.2,46.51,17.8,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0105314,-12.012675,38.532446,29.77,11.34,25.11,10.24,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0099184,-12.012675,38.514046,94.34,15.97,92.92,29.94,2016,0.1
Cabo Delgado,Floresta (semi-) sempreverde,CD0168172,-12.021069,38.715228,120.06,74.65,131.28,36.76,2016,0.1
Cabo Delgado,Floresta (semi-) sempreverde,CD0168173,-12.02107,38.716147,116.71,71.61,132.89,37.21,2016,0.1
Cabo Delgado,Floresta (semi-) sempreverde,CD0168171,-12.021973,38.715227,106.46,57.1,108.6,30.41,2016,0.1
Cabo Delgado,Floresta (semi-) sempreverde,CD0168174,-12.021974,38.716146,141.79,76.85,163.22,45.15,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0087122,-12.029769,38.476329,29.02,7.63,25.27,12.96,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0087123,-12.029771,38.477248,35.66,11.69,27.51,13.97,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0087121,-12.030673,38.476327,37.77,14.26,32.08,14.81,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0087124,-12.030675,38.477246,68.98,28.46,46.44,21.75,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6652,-12.04509572,37.75000112,133.29,29.51,108.17,37.98,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6653,-12.04509983,37.75091967,84.47,0.87,71.22,32.2,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6651,-12.04599984,37.74999694,165.34,59.09,159.84,51.02,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6654,-12.04600395,37.75091549,146.5,8,104.22,37.57,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0105272,-12.047969,38.531429,23.28,4.36,19.38,9.45,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0105273,-12.047971,38.532348,94.79,38.01,86.16,27.93,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0105271,-12.048873,38.531427,51.1,19.88,45.08,16.86,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0105274,-12.048875,38.532346,95.15,29.37,88.76,30.21,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0105252,-12.066069,38.531429,4.35,0,4.04,2.57,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0105253,-12.066071,38.532348,46.53,20.24,41.67,17.13,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0105251,-12.066973,38.531427,45.81,12.75,31.3,15.65,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0105254,-12.066975,38.532346,15.59,4.27,14.74,8.44,2016,0.1
Cabo Delgado,Floresta (semi-) sempreverde,CD0187142,-12.075369,38.770328,0,0,0,0,2016,0.1
Cabo Delgado,Floresta (semi-) sempreverde,CD0187143,-12.07537,38.771247,49.82,22,56.82,15.91,2016,0.1
Cabo Delgado,Floresta (semi-) sempreverde,CD0187141,-12.076273,38.770327,50.48,17.33,56.5,15.82,2016,0.1
Cabo Delgado,Floresta (semi-) sempreverde,CD0187144,-12.076274,38.771246,99.87,21.29,134.3,37.61,2016,0.1
Niassa,Floresta (semi-) sempreverde,6563,-12.07729113,34.95090738,83.24,34.79,80.67,26.28,2016,0.1
Niassa,Floresta (semi-) sempreverde,6562,-12.07729757,34.94998903,71.48,17.61,93.01,26.4,2016,0.1
Niassa,Floresta (semi-) sempreverde,6564,-12.07819494,34.95091392,50.61,20.89,68.45,20.91,2016,0.1
Niassa,Floresta (semi-) sempreverde,6561,-12.07820138,34.94999557,81.26,41.99,89.96,26.67,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0234942,-12.102594,38.908104,29.13,10.64,34.43,14.42,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0234943,-12.102594,38.909023,50.89,17.42,48.14,22.18,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0234944,-12.103498,38.909023,59.93,23.28,54.2,20.56,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0234941,-12.103498,38.908104,107.14,8.26,100.33,35.73,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6572,-12.10619305,36.21000622,13.32,4.56,13.13,5.16,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6573,-12.10620228,36.21092411,46.19,14.06,45.77,16.52,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6571,-12.1070963,36.20999684,6.68,2.56,6.71,2.79,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6574,-12.10710553,36.21091473,7.96,2.52,8.16,3.53,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0438503,-12.111167,39.515545,94.1,21.26,80.22,30.49,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0438502,-12.111169,39.514626,8.43,1.31,7.84,4.23,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0438504,-12.112072,39.515546,60.63,12.23,50.8,22.94,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0438501,-12.112073,39.514627,71.4,15.56,50.15,22.09,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",5343,-12.11368746,34.91091236,55.05,28.65,51.6,22.54,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",5342,-12.11369379,34.90999387,78.67,39.01,73.42,32.62,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",5344,-12.11459129,34.91091879,57.63,32.83,54.27,24.1,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",5341,-12.11459762,34.91000029,89.67,36.19,78.93,34.64,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6682,-12.11531386,37.34640415,51.2,18.89,41.18,19.07,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6683,-12.11531934,37.34732278,67.92,17.25,55.55,26.98,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6681,-12.11621781,37.34639858,61.82,16.75,47.86,23.4,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6684,-12.11622329,37.34731721,32.11,7.5,25.69,10.73,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0053452,-12.11995,38.356692,72.2,29.68,66.06,19.96,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0053453,-12.119952,38.357611,58.68,15.58,54.18,24.52,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0087022,-12.120169,38.476129,40.58,16.4,32.72,15.34,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0087023,-12.120171,38.477048,23.56,6.38,22.56,11.54,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0053451,-12.120854,38.35669,27.91,0.31,30.83,18.35,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0053454,-12.120856,38.357609,13.73,0.12,14.32,8.7,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0087021,-12.121073,38.476127,32.1,11.06,26.01,13.75,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0087024,-12.121075,38.477046,21.28,6.9,19.23,11.39,2016,0.1
Cabo Delgado,Floresta (semi-) sempreverde,CD0460053,-12.129067,39.579944,348.03,88.84,291.99,90.51,2016,0.1
Cabo Delgado,Floresta (semi-) sempreverde,CD0460052,-12.129069,39.579025,81.77,20.45,98.62,28.43,2016,0.1
Cabo Delgado,Floresta (semi-) sempreverde,CD0460054,-12.129972,39.579946,71.44,22.36,87.11,22.28,2016,0.1
Cabo Delgado,Floresta (semi-) sempreverde,CD0460051,-12.129973,39.579027,110.15,20.68,147.84,41.39,2016,0.1
Niassa,Floresta (semi-) sempreverde,5663,-12.14978797,34.91091241,92.84,45.55,94.19,32.26,2016,0.1
Niassa,Floresta (semi-) sempreverde,5662,-12.14979432,34.90999379,51.47,21.8,54.06,17.24,2016,0.1
Niassa,Floresta (semi-) sempreverde,5664,-12.1506918,34.91091886,53.87,23.06,56.65,18.2,2016,0.1
Niassa,Floresta (semi-) sempreverde,5661,-12.15069814,34.91000024,55.39,25.19,59.28,20.65,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0177522,-12.174836,38.74262,70.56,28.09,65.18,23.35,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0177523,-12.174837,38.743539,49.19,9.53,43.08,18.11,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0177521,-12.17574,38.742619,121.23,46.95,112.14,34.48,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0177524,-12.175741,38.743538,80.58,20.11,75.4,28.54,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6623,-12.18649104,34.84091387,71.15,36.05,66.36,30.2,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6622,-12.18649717,34.83999509,55,18.38,51.56,22.92,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6624,-12.1873949,34.84092011,47.87,25.24,43.22,21.28,2016,0.1
Niassa,Floresta (semi-) sempreverde,6621,-12.18740103,34.84000133,34.75,15.44,42.9,13.96,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0576873,-12.218566,39.929444,51.75,12.26,47.61,20.46,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0576872,-12.218569,39.928524,30.68,2.49,27.88,14.82,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0564493,-12.218666,39.892644,118.05,20.77,102.58,38.13,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0564492,-12.218669,39.891724,19.46,4.47,18.88,10.02,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0576874,-12.21947,39.929447,43.46,8.72,39.39,18.96,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0576871,-12.219473,39.928527,10.59,2.12,10.38,5.49,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0564494,-12.21957,39.892647,100.39,2.84,91.58,29.94,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0564491,-12.219573,39.891727,29.21,0.37,29.23,13.6,2016,0.1
Niassa,Floresta (semi-) sempreverde,6523,-12.22208815,34.91091548,53.05,19.48,59.24,20.16,2016,0.1
Niassa,Floresta (semi-) sempreverde,6522,-12.22209453,34.90999662,41.62,24.45,50.76,16.28,2016,0.1
Niassa,Floresta (semi-) sempreverde,6524,-12.22299197,34.91092197,48.41,17.32,66.93,20.75,2016,0.1
Niassa,Floresta (semi-) sempreverde,6521,-12.22299835,34.9100031,62.74,23.7,74.35,22.16,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0055512,-12.237569,38.36563,28.47,9.5,27.78,10.49,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0055513,-12.237571,38.366549,28.88,9.33,22.9,11.98,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0083932,-12.237769,38.466729,29.21,9.74,24.84,13.12,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0083933,-12.237771,38.467649,87.04,31.71,69.32,26.72,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0212422,-12.238169,38.843728,100.34,40.15,76.88,30.08,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0212423,-12.23817,38.844647,48.53,14.79,42.57,21.67,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0055511,-12.238473,38.365627,13.17,4.13,15.16,7.45,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0055514,-12.238476,38.366547,65.83,28.52,47.83,20.3,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0083931,-12.238673,38.466727,64.33,26.85,51.6,22.06,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0083934,-12.238675,38.467647,43.21,17.3,34.57,16.21,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0212421,-12.239073,38.843727,60.08,6.36,50.98,20.55,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0212424,-12.239074,38.844647,66.11,23.11,50.86,20.82,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6512,-12.25579783,36.76000822,33.05,6.11,28.35,14.69,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6513,-12.25580534,36.760927,22.13,8.11,19.78,11.81,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6612,-12.25609539,36.79000651,0,0,0,0,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6613,-12.25610279,36.79092532,0,0,0,0,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6511,-12.25670146,36.76000059,43.62,17.51,38.62,16.46,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6514,-12.25670896,36.76091938,18.56,4.99,16.13,8.35,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6611,-12.25699904,36.78999898,3.32,0,3.69,1.77,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6614,-12.25700644,36.79091779,0,0,0,0,2016,0.1
Niassa,Floresta (semi-) sempreverde,6413,-12.28998386,35.46090981,116.63,52.92,105.7,30.53,2016,0.1
Niassa,Floresta (semi-) sempreverde,6412,-12.28999213,35.45999105,95.83,25.58,95.65,28.67,2016,0.1
Niassa,Floresta (semi-) sempreverde,6414,-12.29088734,35.46091821,97.29,39.61,97.92,29.52,2016,0.1
Niassa,Floresta (semi-) sempreverde,6411,-12.29089561,35.45999945,92.08,27.5,97.07,29.69,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6473,-12.29338935,35.06091465,90.68,33.04,75.16,32.99,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6472,-12.29339627,35.05999562,54.88,25.65,45.92,21.14,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6474,-12.29429308,35.06092169,75.78,35.84,59.33,25.1,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6471,-12.2943,35.06000266,84.09,35.49,70.52,32.74,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0026632,-12.300469,38.23673,142.68,15.15,127.44,44.46,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0026633,-12.300472,38.23765,52.27,16.38,44.59,21.23,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0435683,-12.301067,39.506745,38.49,4.76,32.03,12.7,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0435682,-12.301069,39.505826,99.51,28.56,89.63,33.63,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0367873,-12.301368,39.304346,90.03,40.36,79.94,27.77,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0367872,-12.301369,39.303426,0,0,0,0,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0026631,-12.301373,38.236727,44.47,14.84,38.81,19.44,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0026634,-12.301376,38.237647,29.59,8.7,26.19,14.56,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0435684,-12.301972,39.506747,45.71,0,42.02,16.76,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0435681,-12.301973,39.505827,89.04,36.68,73.37,26.82,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0367874,-12.302272,39.304347,0,0,0,0,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0367871,-12.302273,39.303427,57.97,0.37,52.85,25.28,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0080902,-12.310069,38.457429,23.96,9.57,19.82,10.53,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0080903,-12.310071,38.458349,12.56,4.78,11.58,4.54,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0080901,-12.310973,38.457427,9.77,3.68,7.85,4.71,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0080904,-12.310975,38.458347,20.96,8.39,19.23,7.96,2016,0.1
Cabo Delgado,Floresta (semi-) sempreverde,CD0649643,-12.317165,40.150443,180.82,89.44,220.14,61.64,2016,0.1
Cabo Delgado,Floresta (semi-) sempreverde,CD0649642,-12.317169,40.149523,0,0,0,0,2016,0.1
Cabo Delgado,Floresta (semi-) sempreverde,CD0649644,-12.31807,40.150447,0,0,0,0,2016,0.1
Cabo Delgado,Floresta (semi-) sempreverde,CD0649641,-12.318073,40.149527,0,0,0,0,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6533,-12.32708716,35.35091115,78.86,33.88,64.33,28.77,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6532,-12.32709508,35.34999219,114.19,46.86,91.18,40.75,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6534,-12.32799071,35.3509192,94.36,44.98,103.36,29.16,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6531,-12.32799863,35.35000024,98.63,51.49,81.43,36.9,2016,0.1
Niassa,Floresta (semi-) sempreverde,6463,-12.32919036,35.10091244,52.66,25.21,56.96,17.2,2016,0.1
Niassa,Floresta (semi-) sempreverde,6462,-12.32919744,35.09999332,88.2,44.92,85.12,27.31,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6553,-12.32949321,35.06121479,90.33,6.4,70.16,41.08,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6552,-12.32950016,35.06029563,67.61,0,55.1,33.83,2016,0.1
